Ticker:,Buy Date:,Seg:,3M inc:,6M inc:
$COST,        03/05/2021,        D,        NaN,        NaN
$DKS,        03/05/2021,        D,        NaN,        NaN
$NTNX,        03/05/2021,        I,        NaN,        NaN
$OKTA,        03/05/2021,        I,        NaN,        NaN
$ORCL,        03/05/2021,        D,        NaN,        NaN
$TREX,        03/05/2021,        I,        NaN,        NaN
$ULTA,        03/05/2021,        D,        NaN,        NaN
$UMC,        03/05/2021,        L,        NaN,        NaN
$CVM,        03/04/2021,        L,        NaN,        NaN
$FEYE,        03/04/2021,        I,        NaN,        NaN
$SPLK,        03/04/2021,        I,        NaN,        NaN
$AEP,        03/03/2021,        I,        NaN,        NaN
$BA,        03/03/2021,        D,        NaN,        NaN
$EBS,        03/03/2021,        I,        NaN,        NaN
$FB,        03/03/2021,        L,        NaN,        NaN
$GRPN,        03/03/2021,        L,        NaN,        NaN
$NCLH,        03/03/2021,        D,        NaN,        NaN
$RCL,        03/03/2021,        D,        NaN,        NaN
$UAL,        03/03/2021,        D,        NaN,        NaN
$WEN,        03/03/2021,        I,        NaN,        NaN
$BWA,        03/02/2021,        L,        NaN,        NaN
$CGC,        03/02/2021,        I,        NaN,        NaN
$JNJ,        03/02/2021,        I,        NaN,        NaN
$MGA,        03/02/2021,        L,        NaN,        NaN
$PANW,        03/02/2021,        L,        NaN,        NaN
$PEG,        03/02/2021,        I,        NaN,        NaN
$PFE,        03/02/2021,        L,        NaN,        NaN
$XL,        03/02/2021,        I,        NaN,        NaN
$ZG,        03/02/2021,        L,        NaN,        NaN
$ABNB,        03/01/2021,        D,        NaN,        NaN
$BYND,        03/01/2021,        L,        NaN,        NaN
$CRM,        03/01/2021,        D,        NaN,        NaN
$EW,        03/01/2021,        L,        NaN,        NaN
$F,        03/01/2021,        D,        NaN,        NaN
$FRT,        03/01/2021,        D,        NaN,        NaN
$FSR,        03/01/2021,        D,        NaN,        NaN
$MLM,        03/01/2021,        I,        NaN,        NaN
$NVDA,        03/01/2021,        D,        NaN,        NaN
$PENN,        03/01/2021,        L,        NaN,        NaN
$RL,        03/01/2021,        D,        NaN,        NaN
$SAIL,        03/01/2021,        I,        NaN,        NaN
$SNAP,        03/01/2021,        L,        NaN,        NaN
$SQ,        03/01/2021,        D,        NaN,        NaN
$TWTR,        03/01/2021,        D,        NaN,        NaN
$ULTA,        03/01/2021,        D,        NaN,        NaN
$ANET,        02/26/2021,        I,        NaN,        NaN
$COST,        02/26/2021,        D,        NaN,        NaN
$DLTR,        02/26/2021,        D,        NaN,        NaN
$LDL,        02/26/2021,        I,        NaN,        NaN
$LMND,        02/26/2021,        D,        NaN,        NaN
$MSGS,        02/26/2021,        L,        NaN,        NaN
$NK,        02/26/2021,        L,        NaN,        NaN
$RKT,        02/26/2021,        L,        NaN,        NaN
$SNOW,        02/26/2021,        D,        NaN,        NaN
$TGT,        02/26/2021,        D,        NaN,        NaN
$TSLA,        02/26/2021,        L,        NaN,        NaN
$WDAY,        02/26/2021,        I,        NaN,        NaN
$WEN,        02/26/2021,        D,        NaN,        NaN
$ZM,        02/26/2021,        D,        NaN,        NaN
$ABNB,        02/25/2021,        I,        NaN,        NaN
$CRM,        02/25/2021,        I,        NaN,        NaN
$FSR,        02/25/2021,        I,        NaN,        NaN
$MRNA,        02/25/2021,        L,        NaN,        NaN
$NARI,        02/25/2021,        L,        NaN,        NaN
$NSTG,        02/25/2021,        L,        NaN,        NaN
$NVDA,        02/25/2021,        I,        NaN,        NaN
$TWTR,        02/25/2021,        I,        NaN,        NaN
$ABT,        02/24/2021,        L,        NaN,        NaN
$ALGN,        02/24/2021,        D,        NaN,        NaN
$AMD,        02/24/2021,        L,        NaN,        NaN
$APPH,        02/24/2021,        D,        NaN,        NaN
$COST,        02/24/2021,        L,        NaN,        NaN
$DKNG,        02/24/2021,        D,        NaN,        NaN
$ENPH,        02/24/2021,        L,        NaN,        NaN
$HUBS,        02/24/2021,        D,        NaN,        NaN
$IPOE,        02/24/2021,        D,        NaN,        NaN
$ISRG,        02/24/2021,        D,        NaN,        NaN
$LPRO,        02/24/2021,        D,        NaN,        NaN
$LRCX,        02/24/2021,        D,        NaN,        NaN
$LULU,        02/24/2021,        L,        NaN,        NaN
$MP,        02/24/2021,        I,        NaN,        NaN
$NFLX,        02/24/2021,        D,        NaN,        NaN
$NOW,        02/24/2021,        D,        NaN,        NaN
$NVDA,        02/24/2021,        D,        NaN,        NaN
$PRCH,        02/24/2021,        D,        NaN,        NaN
$SKLZ,        02/24/2021,        D,        NaN,        NaN
$STPK,        02/24/2021,        D,        NaN,        NaN
$TSLA,        02/24/2021,        D,        NaN,        NaN
$TTD,        02/24/2021,        D,        NaN,        NaN
$UPWK,        02/24/2021,        I,        NaN,        NaN
$UTZ,        02/24/2021,        D,        NaN,        NaN
$VRT,        02/24/2021,        D,        NaN,        NaN
$BCO,        02/23/2021,        I,        NaN,        NaN
$CAG,        02/23/2021,        I,        NaN,        NaN
$CGC,        02/23/2021,        L,        NaN,        NaN
$CRL,        02/23/2021,        I,        NaN,        NaN
$EXPI,        02/23/2021,        L,        NaN,        NaN
$VRTX,        02/23/2021,        L,        NaN,        NaN
$AMBA,        02/22/2021,        L,        NaN,        NaN
$AXP,        02/22/2021,        D,        NaN,        NaN
$AZEK,        02/22/2021,        L,        NaN,        NaN
$BA,        02/22/2021,        D,        NaN,        NaN
$BCC,        02/22/2021,        L,        NaN,        NaN
$CAT,        02/22/2021,        D,        NaN,        NaN
$DG,        02/22/2021,        L,        NaN,        NaN
$DIS,        02/22/2021,        D,        NaN,        NaN
$EL,        02/22/2021,        D,        NaN,        NaN
$LLY,        02/22/2021,        I,        NaN,        NaN
$LUV,        02/22/2021,        D,        NaN,        NaN
$MA,        02/22/2021,        D,        NaN,        NaN
$MAR,        02/22/2021,        D,        NaN,        NaN
$NUE,        02/22/2021,        D,        NaN,        NaN
$ON,        02/22/2021,        I,        NaN,        NaN
$PANW,        02/22/2021,        I,        NaN,        NaN
$PENN,        02/22/2021,        D,        NaN,        NaN
$RCL,        02/22/2021,        D,        NaN,        NaN
$SPG,        02/22/2021,        D,        NaN,        NaN
$TREX,        02/22/2021,        L,        NaN,        NaN
$V,        02/22/2021,        D,        NaN,        NaN
$WYNN,        02/22/2021,        D,        NaN,        NaN
$XPO,        02/22/2021,        L,        NaN,        NaN
$ABBV,        02/12/2021,        L,        NaN,        NaN
$AFRM,        02/12/2021,        L,        NaN,        NaN
$AMAT,        02/12/2021,        D,        NaN,        NaN
$AZEK,        02/12/2021,        I,        NaN,        NaN
$BA,        02/12/2021,        L,        NaN,        NaN
$CVS,        02/12/2021,        D,        NaN,        NaN
$DD,        02/12/2021,        L,        NaN,        NaN
$DXCM,        02/12/2021,        I,        NaN,        NaN
$EMR,        02/12/2021,        D,        NaN,        NaN
$FSLY,        02/12/2021,        D,        NaN,        NaN
$GOLD,        02/12/2021,        D,        NaN,        NaN
$HON,        02/12/2021,        L,        NaN,        NaN
$NVDA,        02/12/2021,        L,        NaN,        NaN
$ROKU,        02/12/2021,        D,        NaN,        NaN
$STPK,        02/12/2021,        I,        NaN,        NaN
$TTD,        02/12/2021,        D,        NaN,        NaN
$TWLO,        02/12/2021,        D,        NaN,        NaN
$WMT,        02/12/2021,        D,        NaN,        NaN
$ZM,        02/12/2021,        L,        NaN,        NaN
$ZTS,        02/12/2021,        D,        NaN,        NaN
$AMAT,        02/11/2021,        D,        NaN,        NaN
$AQB,        02/11/2021,        L,        NaN,        NaN
$BA,        02/11/2021,        D,        NaN,        NaN
$BMBL,        02/11/2021,        F,        NaN,        NaN
$DIS,        02/11/2021,        D,        NaN,        NaN
$HRL,        02/11/2021,        I,        NaN,        NaN
$IDCC,        02/11/2021,        L,        NaN,        NaN
$KLAC,        02/11/2021,        D,        NaN,        NaN
$LRCX,        02/11/2021,        D,        NaN,        NaN
$MTCH,        02/11/2021,        F,        NaN,        NaN
$NCLH,        02/11/2021,        D,        NaN,        NaN
$PYPL,        02/11/2021,        I,        NaN,        NaN
$SONO,        02/11/2021,        D,        NaN,        NaN
$ST,        02/11/2021,        L,        NaN,        NaN
$ZG,        02/11/2021,        D,        NaN,        NaN
$JNPR,        02/10/2021,        I,        NaN,        NaN
$MAT,        02/10/2021,        I,        NaN,        NaN
$MGNI,        02/10/2021,        L,        NaN,        NaN
$MITK,        02/10/2021,        L,        NaN,        NaN
$SWKS,        02/10/2021,        L,        NaN,        NaN
$ASPN,        02/09/2021,        L,        NaN,        NaN
$BILL,        02/09/2021,        I,        NaN,        NaN
$CHGG,        02/09/2021,        I,        NaN,        NaN
$CMI,        02/09/2021,        L,        NaN,        NaN
$SFIX,        02/09/2021,        L,        NaN,        NaN
$TTWO,        02/09/2021,        I,        NaN,        NaN
$AMD,        02/08/2021,        L,        NaN,        NaN
$BA,        02/08/2021,        D,        NaN,        NaN
$DIS,        02/08/2021,        D,        NaN,        NaN
$DY,        02/08/2021,        L,        NaN,        NaN
$LEN,        02/08/2021,        L,        NaN,        NaN
$LIN,        02/08/2021,        I,        NaN,        NaN
$MLM,        02/08/2021,        L,        NaN,        NaN
$PHM,        02/08/2021,        L,        NaN,        NaN
$SHW,        02/08/2021,        L,        NaN,        NaN
$VERU,        02/08/2021,        I,        NaN,        NaN
$VMC,        02/08/2021,        L,        NaN,        NaN
$BC,        02/05/2021,        I,        NaN,        NaN
$CGC,        02/05/2021,        D,        NaN,        NaN
$CSCO,        02/05/2021,        D,        NaN,        NaN
$DD,        02/05/2021,        D,        NaN,        NaN
$DIS,        02/05/2021,        D,        NaN,        NaN
$EL,        02/05/2021,        I,        NaN,        NaN
$GM,        02/05/2021,        D,        NaN,        NaN
$NCNO,        02/05/2021,        L,        NaN,        NaN
$NWL,        02/05/2021,        D,        NaN,        NaN
$PEP,        02/05/2021,        D,        NaN,        NaN
$PYPL,        02/05/2021,        D,        NaN,        NaN
$REGI,        02/05/2021,        L,        NaN,        NaN
$SNAP,        02/05/2021,        L,        NaN,        NaN
$SNY,        02/05/2021,        I,        NaN,        NaN
$TTWO,        02/05/2021,        D,        NaN,        NaN
$TWTR,        02/05/2021,        D,        NaN,        NaN
$AAPL,        02/04/2021,        D,        NaN,        NaN
$CLX,        02/04/2021,        I,        NaN,        NaN
$CNC,        02/04/2021,        L,        NaN,        NaN
$COST,        02/04/2021,        D,        NaN,        NaN
$DDD,        02/04/2021,        L,        NaN,        NaN
$DIS,        02/04/2021,        D,        NaN,        NaN
$HD,        02/04/2021,        D,        NaN,        NaN
$HON,        02/04/2021,        D,        NaN,        NaN
$MSFT,        02/04/2021,        D,        NaN,        NaN
$NKE,        02/04/2021,        D,        NaN,        NaN
$PLUG,        02/04/2021,        F,        NaN,        NaN
$PYPL,        02/04/2021,        D,        NaN,        NaN
$ROK,        02/04/2021,        I,        NaN,        NaN
$TSLA,        02/04/2021,        F,        NaN,        NaN
$UPWK,        02/04/2021,        L,        NaN,        NaN
$WMT,        02/04/2021,        D,        NaN,        NaN
$AAPL,        02/03/2021,        D,        NaN,        NaN
$EBAY,        02/03/2021,        L,        NaN,        NaN
$ELF,        02/03/2021,        I,        NaN,        NaN
$FB,        02/03/2021,        D,        NaN,        NaN
$FUTU,        02/03/2021,        L,        NaN,        NaN
$HOLX,        02/03/2021,        I,        NaN,        NaN
$MSFT,        02/03/2021,        D,        NaN,        NaN
$SWKS,        02/03/2021,        I,        NaN,        NaN
$VZ,        02/03/2021,        L,        NaN,        NaN
$AEP,        02/02/2021,        L,        NaN,        NaN
$BA,        02/02/2021,        D,        NaN,        NaN
$BABA,        02/02/2021,        L,        NaN,        NaN
$DIS,        02/02/2021,        D,        NaN,        NaN
$ED,        02/02/2021,        L,        NaN,        NaN
$NSC,        02/02/2021,        I,        NaN,        NaN
$UPS,        02/02/2021,        I,        NaN,        NaN
$AAPL,        02/01/2021,        D,        NaN,        NaN
$AMAT,        02/01/2021,        D,        NaN,        NaN
$AMSC,        02/01/2021,        L,        NaN,        NaN
$BA,        02/01/2021,        D,        NaN,        NaN
$DIS,        02/01/2021,        D,        NaN,        NaN
$DKS,        02/01/2021,        I,        NaN,        NaN
$LEN,        02/01/2021,        D,        NaN,        NaN
$LRCX,        02/01/2021,        D,        NaN,        NaN
$OPEN,        02/01/2021,        L,        NaN,        NaN
$OTIS,        02/01/2021,        I,        NaN,        NaN
$PLUG,        02/01/2021,        L,        NaN,        NaN
$SBUX,        02/01/2021,        D,        NaN,        NaN
$SWKS,        02/01/2021,        D,        NaN,        NaN
$TGT,        02/01/2021,        D,        NaN,        NaN
$TMO,        02/01/2021,        I,        NaN,        NaN
$TSLA,        02/01/2021,        D,        NaN,        NaN
$TSM,        02/01/2021,        D,        NaN,        NaN
$Z,        02/01/2021,        L,        NaN,        NaN
$ZM,        02/01/2021,        D,        NaN,        NaN
$BOOT,        01/25/2021,        I,        NaN,        NaN
$CLII,        01/25/2021,        F,        NaN,        NaN
$HD,        01/25/2021,        D,        NaN,        NaN
$KMB,        01/25/2021,        D,        NaN,        NaN
$NFLX,        01/25/2021,        D,        NaN,        NaN
$SBE,        01/25/2021,        F,        NaN,        NaN
$SWK,        01/25/2021,        D,        NaN,        NaN
$TPGY,        01/25/2021,        F,        NaN,        NaN
$ZM,        01/25/2021,        D,        NaN,        NaN
$AAPL,        01/22/2021,        D,        NaN,        NaN
$AMD,        01/22/2021,        D,        NaN,        NaN
$CVX,        01/22/2021,        D,        NaN,        NaN
$FB,        01/22/2021,        D,        NaN,        NaN
$FHN,        01/22/2021,        I,        NaN,        NaN
$GM,        01/22/2021,        D,        NaN,        NaN
$HON,        01/22/2021,        D,        NaN,        NaN
$JNJ,        01/22/2021,        D,        NaN,        NaN
$LLY,        01/22/2021,        D,        NaN,        NaN
$LMND,        01/22/2021,        L,        NaN,        NaN
$MSFT,        01/22/2021,        D,        NaN,        NaN
$NVDA,        01/22/2021,        L,        NaN,        NaN
$PYPL,        01/22/2021,        D,        NaN,        NaN
$SBUX,        01/22/2021,        D,        NaN,        NaN
$SWKS,        01/22/2021,        D,        NaN,        NaN
$TSLA,        01/22/2021,        D,        NaN,        NaN
$AAPL,        01/21/2021,        D,        NaN,        NaN
$AAXN,        01/21/2021,        I,        NaN,        NaN
$CNC,        01/21/2021,        L,        NaN,        NaN
$COST,        01/21/2021,        D,        NaN,        NaN
$DRI,        01/21/2021,        D,        NaN,        NaN
$F,        01/21/2021,        D,        NaN,        NaN
$GDRX,        01/21/2021,        L,        NaN,        NaN
$HD,        01/21/2021,        D,        NaN,        NaN
$HPQ,        01/21/2021,        D,        NaN,        NaN
$KMX,        01/21/2021,        D,        NaN,        NaN
$LOW,        01/21/2021,        D,        NaN,        NaN
$PPG,        01/21/2021,        D,        NaN,        NaN
$SBUX,        01/21/2021,        D,        NaN,        NaN
$SHW,        01/21/2021,        D,        NaN,        NaN
$SSPK,        01/21/2021,        I,        NaN,        NaN
$TGT,        01/21/2021,        D,        NaN,        NaN
$TREX,        01/21/2021,        D,        NaN,        NaN
$TSLA,        01/21/2021,        L,        NaN,        NaN
$WMT,        01/21/2021,        D,        NaN,        NaN
$AAPL,        01/20/2021,        F,        NaN,        NaN
$BFT,        01/20/2021,        L,        NaN,        NaN
$CNC,        01/20/2021,        D,        NaN,        NaN
$CVS,        01/20/2021,        D,        NaN,        NaN
$DIS,        01/20/2021,        D,        NaN,        NaN
$GRTS,        01/20/2021,        I,        NaN,        NaN
$MS,        01/20/2021,        D,        NaN,        NaN
$NFLX,        01/20/2021,        D,        NaN,        NaN
$PANW,        01/20/2021,        D,        NaN,        NaN
$PLTR,        01/20/2021,        L,        NaN,        NaN
$REGI,        01/20/2021,        I,        NaN,        NaN
$TSLA,        01/20/2021,        D,        NaN,        NaN
$TTD,        01/20/2021,        D,        NaN,        NaN
$ZM,        01/20/2021,        D,        NaN,        NaN
$AAPL,        01/19/2021,        D,        NaN,        NaN
$BAC,        01/19/2021,        D,        NaN,        NaN
$CGC,        01/19/2021,        L,        NaN,        NaN
$CIIC,        01/19/2021,        L,        NaN,        NaN
$DD,        01/19/2021,        D,        NaN,        NaN
$DIS,        01/19/2021,        D,        NaN,        NaN
$DKNG,        01/19/2021,        L,        NaN,        NaN
$GS,        01/19/2021,        D,        NaN,        NaN
$JPM,        01/19/2021,        D,        NaN,        NaN
$LOGI,        01/19/2021,        I,        NaN,        NaN
$NFLX,        01/19/2021,        D,        NaN,        NaN
$NKE,        01/19/2021,        D,        NaN,        NaN
$PENN,        01/19/2021,        L,        NaN,        NaN
$PPG,        01/19/2021,        D,        NaN,        NaN
$PVH,        01/19/2021,        D,        NaN,        NaN
$RL,        01/19/2021,        D,        NaN,        NaN
$AAPL,        01/15/2021,        D,        NaN,        NaN
$BA,        01/15/2021,        L,        NaN,        NaN
$CCI,        01/15/2021,        D,        NaN,        NaN
$CSX,        01/15/2021,        D,        NaN,        NaN
$F,        01/15/2021,        L,        NaN,        NaN
$GM,        01/15/2021,        L,        NaN,        NaN
$GS,        01/15/2021,        D,        NaN,        NaN
$INSG,        01/15/2021,        D,        NaN,        NaN
$MRVL,        01/15/2021,        D,        NaN,        NaN
$MS,        01/15/2021,        D,        NaN,        NaN
$PG,        01/15/2021,        D,        NaN,        NaN
$QCOM,        01/15/2021,        D,        NaN,        NaN
$ROKU,        01/15/2021,        D,        NaN,        NaN
$SPGI,        01/15/2021,        L,        NaN,        NaN
$SURF,        01/15/2021,        L,        NaN,        NaN
$SWKS,        01/15/2021,        D,        NaN,        NaN
$TMUS,        01/15/2021,        D,        NaN,        NaN
$TSLA,        01/15/2021,        L,        NaN,        NaN
$TSM,        01/15/2021,        D,        NaN,        NaN
$UNH,        01/15/2021,        D,        NaN,        NaN
$UPST,        01/15/2021,        I,        NaN,        NaN
$CRM,        01/14/2021,        L,        NaN,        NaN
$CSCO,        01/14/2021,        I,        NaN,        NaN
$HON,        01/14/2021,        I,        NaN,        NaN
$NGA,        01/14/2021,        D,        NaN,        NaN
$PEP,        01/14/2021,        D,        NaN,        NaN
$PLUG,        01/14/2021,        L,        NaN,        NaN
$RMO,        01/14/2021,        L,        NaN,        NaN
$SIG,        01/14/2021,        I,        NaN,        NaN
$AMD,        01/13/2021,        F,        NaN,        NaN
$CCIV,        01/13/2021,        L,        NaN,        NaN
$CSCO,        01/13/2021,        L,        NaN,        NaN
$KMI,        01/13/2021,        L,        NaN,        NaN
$MRNA,        01/13/2021,        F,        NaN,        NaN
$PLUG,        01/13/2021,        F,        NaN,        NaN
$TGTX,        01/13/2021,        I,        NaN,        NaN
$ZTS,        01/13/2021,        I,        NaN,        NaN
$AAPL,        01/12/2021,        L,        NaN,        NaN
$F,        01/12/2021,        L,        NaN,        NaN
$FCAU,        01/12/2021,        L,        NaN,        NaN
$GM,        01/12/2021,        L,        NaN,        NaN
$KAR,        01/12/2021,        I,        NaN,        NaN
$LLY,        01/12/2021,        D,        NaN,        NaN
$MDT,        01/12/2021,        D,        NaN,        NaN
$MSTR,        01/12/2021,        L,        NaN,        NaN
$PACB,        01/12/2021,        L,        NaN,        NaN
$BA,        01/11/2021,        D,        NaN,        NaN
$BBY,        01/11/2021,        D,        NaN,        NaN
$BLUE,        01/11/2021,        L,        NaN,        NaN
$BMY,        01/11/2021,        I,        NaN,        NaN
$EBS,        01/11/2021,        I,        NaN,        NaN
$F,        01/11/2021,        D,        NaN,        NaN
$GE,        01/11/2021,        L,        NaN,        NaN
$HD,        01/11/2021,        D,        NaN,        NaN
$LOW,        01/11/2021,        D,        NaN,        NaN
$MDT,        01/11/2021,        I,        NaN,        NaN
$SBUX,        01/11/2021,        L,        NaN,        NaN
$TSLA,        01/11/2021,        F,        NaN,        NaN
$UBER,        01/11/2021,        L,        NaN,        NaN
$ABBV,        01/08/2021,        D,        NaN,        NaN
$AMD,        01/08/2021,        D,        NaN,        NaN
$BABA,        01/08/2021,        L,        NaN,        NaN
$BMY,        01/08/2021,        D,        NaN,        NaN
$CVS,        01/08/2021,        D,        NaN,        NaN
$EBS,        01/08/2021,        D,        NaN,        NaN
$JNJ,        01/08/2021,        D,        NaN,        NaN
$JPM,        01/08/2021,        D,        NaN,        NaN
$KBH,        01/08/2021,        D,        NaN,        NaN
$MRNA,        01/08/2021,        D,        NaN,        NaN
$MSFT,        01/08/2021,        D,        NaN,        NaN
$MU,        01/08/2021,        I,        NaN,        NaN
$PFE,        01/08/2021,        D,        NaN,        NaN
$PLUG,        01/08/2021,        F,        NaN,        NaN
$REGN,        01/08/2021,        D,        NaN,        NaN
$TDOC,        01/08/2021,        D,        NaN,        NaN
$WBA,        01/08/2021,        D,        NaN,        NaN
$ADBE,        01/07/2021,        L,        NaN,        NaN
$ADSK,        01/07/2021,        L,        NaN,        NaN
$BBBY,        01/07/2021,        I,        NaN,        NaN
$BHVN,        01/07/2021,        L,        NaN,        NaN
$CCI,        01/07/2021,        L,        NaN,        NaN
$CVX,        01/07/2021,        D,        NaN,        NaN
$DKNG,        01/07/2021,        L,        NaN,        NaN
$INSG,        01/07/2021,        L,        NaN,        NaN
$KMI,        01/07/2021,        D,        NaN,        NaN
$PLUG,        01/07/2021,        I,        NaN,        NaN
$PXD,        01/07/2021,        D,        NaN,        NaN
$QS,        01/07/2021,        D,        NaN,        NaN
$STZ,        01/07/2021,        I,        NaN,        NaN
$TSLA,        01/07/2021,        D,        NaN,        NaN
$ABBV,        01/05/2021,        D,        NaN,        NaN
$AEP,        01/05/2021,        D,        NaN,        NaN
$BGS,        01/05/2021,        D,        NaN,        NaN
$CVX,        01/05/2021,        D,        NaN,        NaN
$D,        01/05/2021,        D,        NaN,        NaN
$DOCU,        01/05/2021,        D,        NaN,        NaN
$DOW,        01/05/2021,        D,        NaN,        NaN
$ETR,        01/05/2021,        D,        NaN,        NaN
$IBM,        01/05/2021,        D,        NaN,        NaN
$KMI,        01/05/2021,        D,        NaN,        NaN
$OPEN,        01/05/2021,        L,        NaN,        NaN
$PLNT,        01/05/2021,        I,        NaN,        NaN
$PYPL,        01/05/2021,        D,        NaN,        NaN
$TTCF,        01/05/2021,        L,        NaN,        NaN
$VZ,        01/05/2021,        D,        NaN,        NaN
$ABBV,        01/04/2021,        D,        NaN,        NaN
$AMD,        01/04/2021,        D,        NaN,        NaN
$BA,        01/04/2021,        D,        NaN,        NaN
$BMY,        01/04/2021,        L,        NaN,        NaN
$CAT,        01/04/2021,        D,        NaN,        NaN
$CHKP,        01/04/2021,        L,        NaN,        NaN
$CVS,        01/04/2021,        D,        NaN,        NaN
$DLTR,        01/04/2021,        D,        NaN,        NaN
$GOLD,        01/04/2021,        L,        NaN,        NaN
$GS,        01/04/2021,        D,        NaN,        NaN
$HD,        01/04/2021,        D,        NaN,        NaN
$LOW,        01/04/2021,        D,        NaN,        NaN
$MA,        01/04/2021,        D,        NaN,        NaN
$MCK,        01/04/2021,        D,        NaN,        NaN
$MS,        01/04/2021,        D,        NaN,        NaN
$NK,        01/04/2021,        L,        NaN,        NaN
$NVDA,        01/04/2021,        D,        NaN,        NaN
$OKTA,        01/04/2021,        D,        NaN,        NaN
$PAYX,        01/04/2021,        I,        NaN,        NaN
$QS,        01/04/2021,        D,        NaN,        NaN
$VMW,        01/04/2021,        I,        NaN,        NaN
$ZM,        01/04/2021,        D,        NaN,        NaN
$AAPL,        12/22/2020,        D,        NaN,        NaN
$CRM,        12/22/2020,        L,        NaN,        NaN
$CRSP,        12/22/2020,        L,        NaN,        NaN
$EXAS,        12/22/2020,        L,        NaN,        NaN
$GM,        12/22/2020,        L,        NaN,        NaN
$HYLN,        12/22/2020,        L,        NaN,        NaN
$ILMN,        12/22/2020,        L,        NaN,        NaN
$LMT,        12/22/2020,        L,        NaN,        NaN
$TCS,        12/22/2020,        I,        NaN,        NaN
$TSLA,        12/22/2020,        D,        NaN,        NaN
$TWLO,        12/22/2020,        I,        NaN,        NaN
$AGCO,        12/21/2020,        I,        NaN,        NaN
$C,        12/21/2020,        D,        NaN,        NaN
$DG,        12/21/2020,        D,        NaN,        NaN
$GS,        12/21/2020,        D,        NaN,        NaN
$HD,        12/21/2020,        D,        NaN,        NaN
$JPM,        12/21/2020,        D,        NaN,        NaN
$LOW,        12/21/2020,        D,        NaN,        NaN
$MS,        12/21/2020,        D,        NaN,        NaN
$MSFT,        12/21/2020,        D,        NaN,        NaN
$NKE,        12/21/2020,        D,        NaN,        NaN
$NUE,        12/21/2020,        L,        NaN,        NaN
$ON,        12/21/2020,        L,        NaN,        NaN
$PTON,        12/21/2020,        D,        NaN,        NaN
$ROKU,        12/21/2020,        D,        NaN,        NaN
$SNOW,        12/21/2020,        D,        NaN,        NaN
$THO,        12/21/2020,        I,        NaN,        NaN
$TMO,        12/21/2020,        L,        NaN,        NaN
$ZS,        12/21/2020,        L,        NaN,        NaN
$ABNB,        12/18/2020,        D,        NaN,        NaN
$DE,        12/18/2020,        L,        NaN,        NaN
$FCX,        12/18/2020,        L,        NaN,        NaN
$JPM,        12/18/2020,        D,        NaN,        NaN
$KMX,        12/18/2020,        D,        NaN,        NaN
$LAZR,        12/18/2020,        L,        NaN,        NaN
$MTZ,        12/18/2020,        L,        NaN,        NaN
$NET,        12/18/2020,        I,        NaN,        NaN
$NKE,        12/18/2020,        D,        NaN,        NaN
$PIC,        12/18/2020,        F,        NaN,        NaN
$SNOW,        12/18/2020,        D,        NaN,        NaN
$TSLA,        12/18/2020,        F,        NaN,        NaN
$VLDR,        12/18/2020,        L,        NaN,        NaN
$WFC,        12/18/2020,        L,        NaN,        NaN
$ACN,        12/17/2020,        F,        NaN,        NaN
$BA,        12/17/2020,        F,        NaN,        NaN
$CSCO,        12/17/2020,        L,        NaN,        NaN
$CVS,        12/17/2020,        L,        NaN,        NaN
$DOCU,        12/17/2020,        L,        NaN,        NaN
$HD,        12/17/2020,        L,        NaN,        NaN
$HOME,        12/17/2020,        I,        NaN,        NaN
$KTOS,        12/17/2020,        L,        NaN,        NaN
$LEN,        12/17/2020,        F,        NaN,        NaN
$LOW,        12/17/2020,        L,        NaN,        NaN
$LUV,        12/17/2020,        L,        NaN,        NaN
$MCK,        12/17/2020,        L,        NaN,        NaN
$SITE,        12/17/2020,        L,        NaN,        NaN
$VEEV,        12/17/2020,        I,        NaN,        NaN
$AMD,        12/16/2020,        D,        NaN,        NaN
$AVGO,        12/16/2020,        D,        NaN,        NaN
$BA,        12/16/2020,        I,        NaN,        NaN
$F,        12/16/2020,        L,        NaN,        NaN
$HCA,        12/16/2020,        L,        NaN,        NaN
$HD,        12/16/2020,        D,        NaN,        NaN
$HPQ,        12/16/2020,        L,        NaN,        NaN
$LOW,        12/16/2020,        D,        NaN,        NaN
$LULU,        12/16/2020,        D,        NaN,        NaN
$MP,        12/16/2020,        I,        NaN,        NaN
$MRVL,        12/16/2020,        L,        NaN,        NaN
$MU,        12/16/2020,        D,        NaN,        NaN
$NVDA,        12/16/2020,        D,        NaN,        NaN
$OKTA,        12/16/2020,        I,        NaN,        NaN
$PLUG,        12/16/2020,        L,        NaN,        NaN
$QCOM,        12/16/2020,        D,        NaN,        NaN
$QRVO,        12/16/2020,        D,        NaN,        NaN
$SWK,        12/16/2020,        D,        NaN,        NaN
$SWKS,        12/16/2020,        D,        NaN,        NaN
$AAPL,        12/15/2020,        F,        NaN,        NaN
$AVTR,        12/15/2020,        I,        NaN,        NaN
$COST,        12/15/2020,        D,        NaN,        NaN
$DY,        12/15/2020,        L,        NaN,        NaN
$LOW,        12/15/2020,        L,        NaN,        NaN
$LULU,        12/15/2020,        I,        NaN,        NaN
$RNG,        12/15/2020,        I,        NaN,        NaN
$SIRI,        12/15/2020,        L,        NaN,        NaN
$TGT,        12/15/2020,        D,        NaN,        NaN
$TM,        12/15/2020,        L,        NaN,        NaN
$TRIT,        12/15/2020,        L,        NaN,        NaN
