Ticker:,Buy Date:,Seg:,3M inc:,6M inc:
$MCD,        11/04/2019,        D,        14.06%,       -3.6%
$OKE,        11/04/2019,        L,        3.5%,       -59.41%
$OKTA,        11/04/2019,        L,        20.58%,       44.21%
$TREE,        11/04/2019,        L,        -20.27%,       -36.47%
$ADBE,        11/01/2019,        D,        28.41%,       25.68%
$CRL,        11/01/2019,        L,        18.23%,       9.98%
$CVS,        11/01/2019,        D,        3.67%,       -6.89%
$DHI,        11/01/2019,        D,        13.13%,       -8.91%
$DIS,        11/01/2019,        D,        3.81%,       -15.44%
$DXCM,        11/01/2019,        D,        51.89%,       119.62%
$LEN,        11/01/2019,        D,        10.48%,       -12.55%
$MRVL,        11/01/2019,        L,        -1.35%,       10.38%
$PFPT,        11/01/2019,        L,        6.86%,       4.33%
$QCOM,        11/01/2019,        D,        5.03%,       -5.52%
$SBUX,        11/01/2019,        L,        3.16%,       -7.63%
$TMHC,        11/01/2019,        D,        4.77%,       -37.73%
$TOL,        11/01/2019,        D,        10.74%,       -35.65%
$WEN,        11/01/2019,        D,        5.69%,       -1.4%
$AAPL,        10/31/2019,        D,        30.38%,       11.99%
$AMD,        10/31/2019,        L,        40.02%,       63.6%
$CME,        10/31/2019,        L,        3.81%,       -10.42%
$COLM,        10/31/2019,        I,        4.79%,       -16.45%
$CVA,        10/31/2019,        L,        5.61%,       -46.26%
$FB,        10/31/2019,        D,        16.48%,       -4.56%
$NVDA,        10/31/2019,        L,        22.15%,       44.94%
$OKTA,        10/31/2019,        L,        18.27%,       35.38%
$SBUX,        10/31/2019,        D,        2.55%,       -6.94%
$ABBV,        10/30/2019,        D,        5.16%,       6.31%
$AMGN,        10/30/2019,        D,        6.62%,       14.96%
$BMY,        10/30/2019,        D,        13.96%,       10.01%
$FUN,        10/30/2019,        L,        -1.12%,       -46.05%
$IDXX,        10/30/2019,        L,        1.75%,       0.73%
$MGM,        10/30/2019,        L,        8.17%,       -46.8%
$MRK,        10/30/2019,        D,        0.03%,       -2.6%
$MRVL,        10/30/2019,        L,        7.91%,       12.42%
$PFE,        10/30/2019,        D,        -0.88%,       -0.39%
$SPOT,        10/30/2019,        F,        2.74%,       -0.14%
$SQ,        10/30/2019,        L,        20.33%,       2.24%
$TREX,        10/30/2019,        I,        18.34%,       9.01%
$WING,        10/30/2019,        I,        9.62%,       33.05%
$ARWR,        10/29/2019,        L,        10.3%,       -1.08%
$CONE,        10/29/2019,        L,        -15.98%,       0.92%
$CVS,        10/29/2019,        L,        7.71%,       -3.63%
$KEYS,        10/29/2019,        L,        -4.2%,       -7.72%
$PFPT,        10/29/2019,        L,        10.68%,       5.98%
$TWTR,        10/29/2019,        F,        9.82%,       0.5%
$ZBRA,        10/29/2019,        I,        2.35%,       -7.03%
$AMD,        10/28/2019,        D,        46.22%,       67.68%
$BAC,        10/28/2019,        D,        3.17%,       -26.29%
$CAT,        10/28/2019,        D,        -3.09%,       -17.75%
$CME,        10/28/2019,        L,        6.14%,       -6.43%
$CSX,        10/28/2019,        D,        5.1%,       -7.14%
$DE,        10/28/2019,        D,        -5.81%,       -19.41%
$DOW,        10/28/2019,        F,        -7.87%,       -32.75%
$INTC,        10/28/2019,        D,        15.73%,       4.77%
$IRM,        10/28/2019,        L,        -6.03%,       -27.42%
$ITW,        10/28/2019,        D,        2.02%,       -3.95%
$JPM,        10/28/2019,        D,        4.36%,       -25.21%
$MA,        10/28/2019,        D,        14.44%,       -3.92%
$MDLZ,        10/28/2019,        L,        4.35%,       -1.77%
$MSFT,        10/28/2019,        F,        12.55%,       20.71%
$PPG,        10/28/2019,        D,        -0.61%,       -22.4%
$T,        10/28/2019,        F,        -0.62%,       -20.65%
$UNP,        10/28/2019,        D,        4.52%,       -6.9%
$V,        10/28/2019,        D,        12.15%,       -4.49%
$WEN,        10/28/2019,        L,        5.4%,       -5.35%
$AAL,        10/25/2019,        I,        -6.68%,       -66.72%
$AAPL,        10/25/2019,        D,        29.46%,       11.97%
$AMD,        10/25/2019,        D,        58.09%,       70.96%
$BMY,        10/25/2019,        D,        21.63%,       10.82%
$EL,        10/25/2019,        D,        10.73%,       -12.01%
$HON,        10/25/2019,        F,        4.63%,       -22.49%
$MA,        10/25/2019,        D,        20.28%,       -4.92%
$MRK,        10/25/2019,        D,        7.66%,       -2.77%
$NVDA,        10/25/2019,        L,        23.62%,       39.9%
$SHOP,        10/25/2019,        D,        47.82%,       97.37%
$T,        10/25/2019,        D,        4.66%,       -20.16%
$TSN,        10/25/2019,        L,        12.08%,       -23.65%
$ADBE,        10/24/2019,        D,        29.8%,       21.98%
$AEP,        10/24/2019,        I,        4.47%,       -13.84%
$CMG,        10/24/2019,        D,        10.13%,       -1.46%
$CNC,        10/24/2019,        I,        40.13%,       39.04%
$COST,        10/24/2019,        D,        5.0%,       1.44%
$CRM,        10/24/2019,        D,        23.38%,       1.65%
$DOW,        10/24/2019,        D,        2.83%,       -37.58%
$KO,        10/24/2019,        D,        5.49%,       -16.9%
$LRCX,        10/24/2019,        D,        17.22%,       -8.27%
$MKC,        10/24/2019,        L,        7.83%,       -5.51%
$MSFT,        10/24/2019,        D,        18.41%,       19.92%
$NKE,        10/24/2019,        D,        14.2%,       -6.89%
$NOW,        10/24/2019,        D,        31.57%,       21.44%
$NVCR,        10/24/2019,        L,        32.35%,       -1.26%
$PEP,        10/24/2019,        D,        3.98%,       -5.04%
$PYPL,        10/24/2019,        D,        10.09%,       2.51%
$SBUX,        10/24/2019,        L,        11.24%,       -12.58%
$TSLA,        10/24/2019,        D,        90.06%,       129.15%
$VMW,        10/24/2019,        D,        -4.96%,       -20.79%
$WMT,        10/24/2019,        D,        -2.52%,       8.49%
$AAPL,        10/23/2019,        D,        30.18%,       13.88%
$ABT,        10/23/2019,        D,        10.41%,       20.59%
$AMRN,        10/23/2019,        L,        25.87%,       -59.86%
$CAT,        10/23/2019,        D,        7.77%,       -15.32%
$CMG,        10/23/2019,        D,        10.47%,       2.61%
$CSX,        10/23/2019,        I,        3.56%,       -15.58%
$EW,        10/23/2019,        D,        7.52%,       -0.26%
$EXAS,        10/23/2019,        L,        -1.83%,       -11.59%
$ISRG,        10/23/2019,        D,        11.45%,       -3.99%
$MDT,        10/23/2019,        D,        14.35%,       -3.5%
$NOW,        10/23/2019,        I,        42.26%,       37.48%
$SNAP,        10/23/2019,        L,        44.16%,       -1.97%
$UTX,        10/23/2019,        L,        --%,       --%
$WEC,        10/23/2019,        L,        4.85%,       2.93%
$BIIB,        10/22/2019,        F,        1.89%,       20.41%
$BMY,        10/22/2019,        D,        23.91%,       13.34%
$CNC,        10/22/2019,        D,        34.34%,       40.35%
$D,        10/22/2019,        L,        1.46%,       -4.48%
$DIS,        10/22/2019,        L,        8.43%,       -22.76%
$ED,        10/22/2019,        L,        -2.63%,       -8.37%
$HAS,        10/22/2019,        I,        4.69%,       -24.34%
$LOGI,        10/22/2019,        I,        19.48%,       15.75%
$TEL,        10/22/2019,        L,        5.94%,       -29.11%
$AAPL,        10/21/2019,        D,        31.62%,       15.14%
$AMD,        10/21/2019,        L,        59.38%,       77.86%
$D,        10/21/2019,        L,        1.95%,       -4.02%
$DOV,        10/21/2019,        F,        13.98%,       -16.93%
$HON,        10/21/2019,        D,        7.1%,       -19.68%
$JPM,        10/21/2019,        D,        10.76%,       -25.77%
$NVDA,        10/21/2019,        L,        26.49%,       46.45%
$SGEN,        10/21/2019,        L,        7.71%,       41.29%
$TNDM,        10/21/2019,        L,        9.63%,       14.74%
$UNP,        10/21/2019,        D,        9.21%,       -12.25%
$AXP,        10/18/2019,        F,        11.81%,       -28.24%
$C,        10/18/2019,        D,        16.15%,       -38.54%
$CMG,        10/18/2019,        D,        3.42%,       -8.48%
$DHR,        10/18/2019,        D,        17.03%,       10.69%
$GS,        10/18/2019,        F,        20.92%,       -13.56%
$JPM,        10/18/2019,        D,        13.84%,       -24.69%
$KMB,        10/18/2019,        D,        4.53%,       0.33%
$MCD,        10/18/2019,        D,        1.13%,       -14.71%
$MSFT,        10/18/2019,        D,        20.93%,       25.09%
$MU,        10/18/2019,        L,        32.69%,       6.81%
$NOW,        10/18/2019,        D,        27.58%,       21.78%
$PG,        10/18/2019,        D,        7.32%,       3.19%
$RING,        10/18/2019,        L,        7.18%,       16.14%
$TMO,        10/18/2019,        D,        19.66%,       15.78%
$UTX,        10/18/2019,        D,        --%,       --%
$VFC,        10/18/2019,        D,        2.88%,       -39.6%
$ARWR,        10/17/2019,        I,        55.55%,       0.46%
$FUN,        10/17/2019,        L,        -2.2%,       -58.73%
$HON,        10/17/2019,        D,        7.89%,       -16.08%
$SAM,        10/17/2019,        L,        -6.45%,       3.03%
$UNH,        10/17/2019,        D,        21.64%,       11.01%
$URI,        10/17/2019,        D,        21.1%,       -15.06%
$ZBRA,        10/17/2019,        L,        20.45%,       0.56%
$ABBV,        10/16/2019,        D,        17.99%,       7.42%
$BAC,        10/16/2019,        D,        17.07%,       -20.72%
$CRM,        10/16/2019,        I,        23.92%,       3.76%
$JPM,        10/16/2019,        D,        15.98%,       -17.96%
$PG,        10/16/2019,        L,        6.09%,       -1.34%
$SHOP,        10/16/2019,        L,        36.33%,       38.26%
$TMO,        10/16/2019,        L,        18.62%,       12.39%
$UNH,        10/16/2019,        D,        21.63%,       11.19%
$WEX,        10/16/2019,        I,        5.73%,       -44.51%
$AXP,        10/11/2019,        D,        9.8%,       -20.89%
$BLFS,        10/11/2019,        M,        11.97%,       -35.37%
$BOOT,        10/11/2019,        L,        33.88%,       -55.13%
$C,        10/11/2019,        D,        14.24%,       -36.86%
$GS,        10/11/2019,        D,        18.53%,       -13.54%
$IBM,        10/11/2019,        D,        -4.22%,       -16.44%
$INMD,        10/11/2019,        M,        69.25%,       -3.61%
$JPM,        10/11/2019,        D,        18.34%,       -18.8%
$KO,        10/11/2019,        D,        3.83%,       -10.28%
$MGM,        10/11/2019,        L,        19.09%,       -46.58%
$MS,        10/11/2019,        D,        24.16%,       -6.11%
$TER,        10/11/2019,        L,        11.57%,       2.62%
$UNH,        10/11/2019,        D,        32.49%,       20.61%
$WDAY,        10/11/2019,        D,        -0.53%,       -21.24%
$WEN,        10/11/2019,        I,        4.76%,       -22.81%
$ANTM,        10/10/2019,        L,        29.61%,       -5.56%
$HRL,        10/10/2019,        I,        7.01%,       14.97%
$VZ,        10/10/2019,        L,        -0.2%,       -4.76%
$COST,        10/08/2019,        D,        -0.03%,       4.53%
$DPZ,        10/08/2019,        I,        15.97%,       33.55%
$EMR,        10/08/2019,        I,        21.99%,       -21.8%
$TGT,        10/08/2019,        D,        13.88%,       -10.15%
$VTR,        10/08/2019,        D,        -21.18%,       -64.27%
$WMT,        10/08/2019,        D,        0.06%,       7.22%
$AAPL,        10/07/2019,        F,        32.04%,       15.59%
$CCL,        10/07/2019,        L,        18.26%,       -75.04%
$COST,        10/07/2019,        F,        -0.55%,       3.99%
$DIS,        10/07/2019,        L,        11.27%,       -23.93%
$FUN,        10/07/2019,        F,        -2.37%,       -67.32%
$LDOS,        10/07/2019,        L,        19.76%,       13.23%
$RNG,        10/07/2019,        I,        2.51%,       29.17%
$AAPL,        10/04/2019,        L,        32.31%,       6.12%
$ARE,        10/04/2019,        D,        3.18%,       -15.22%
$AVB,        10/04/2019,        D,        -5.37%,       -36.98%
$CLX,        10/04/2019,        F,        0.81%,       15.38%
$ENPH,        10/04/2019,        L,        25.12%,       26.95%
$EQIX,        10/04/2019,        D,        -0.4%,       2.37%
$GS,        10/04/2019,        D,        16.69%,       -27.64%
$HRL,        10/04/2019,        D,        1.3%,       5.97%
$KEM,        10/04/2019,        L,        --%,       --%
$KIM,        10/04/2019,        D,        -4.39%,       -59.51%
$MU,        10/04/2019,        D,        24.33%,       -10.46%
$NKE,        10/04/2019,        L,        9.81%,       -14.87%
$SFIX,        10/04/2019,        I,        27.79%,       -40.29%
$VTR,        10/04/2019,        D,        -24.37%,       -69.22%
$WEN,        10/04/2019,        D,        7.97%,       -32.48%
$WFC,        10/04/2019,        D,        9.23%,       -46.01%
$AXP,        09/27/2019,        D,        5.75%,       -23.96%
$AZN,        09/27/2019,        F,        10.09%,       -10.82%
$CAG,        09/27/2019,        F,        11.26%,       -13.87%
$COST,        09/27/2019,        D,        3.42%,       -1.78%
$GSK,        09/27/2019,        F,        10.79%,       -16.34%
$LEN,        09/27/2019,        D,        2.38%,       -25.6%
$MKC,        09/27/2019,        D,        8.18%,       -20.8%
$NVS,        09/27/2019,        F,        8.48%,       -12.03%
$PEP,        09/27/2019,        D,        0.8%,       -17.04%
$SFIX,        09/27/2019,        D,        39.37%,       -25.08%
$STZ,        09/27/2019,        D,        -7.93%,       -38.54%
$UTX,        09/27/2019,        D,        --%,       --%
$V,        09/27/2019,        D,        8.71%,       -7.02%
$AMD,        09/26/2019,        L,        58.23%,       56.84%
$JBL,        09/26/2019,        D,        17.42%,       -37.78%
$KBH,        09/26/2019,        D,        3.27%,       -52.28%
$MLHR,        09/26/2019,        F,        -9.26%,       -53.35%
$SCS,        09/26/2019,        F,        12.07%,       -45.49%
$TMHC,        09/26/2019,        I,        -15.52%,       -61.13%
$TTWO,        09/26/2019,        L,        -2.19%,       -11.48%
$UNH,        09/26/2019,        D,        37.21%,       2.0%
$CRWD,        09/25/2019,        L,        -23.01%,       -17.04%
$DLTR,        09/25/2019,        L,        -17.46%,       -32.39%
$FUN,        09/25/2019,        L,        -0.37%,       -67.37%
$NKE,        09/25/2019,        F,        10.27%,       -30.84%
$TWLO,        09/25/2019,        I,        -8.95%,       -18.74%
$VTR,        09/25/2019,        L,        -21.24%,       -68.42%
$WHR,        09/25/2019,        F,        -3.45%,       -57.29%
$D,        09/24/2019,        L,        0.73%,       -26.53%
$DIS,        09/24/2019,        I,        9.63%,       -35.02%
$GWPH,        09/24/2019,        I,        -12.29%,       -32.23%
$QCOM,        09/24/2019,        L,        17.57%,       -16.88%
$WTR,        09/24/2019,        L,        --%,       --%
$CGC,        09/23/2019,        I,        -22.89%,       -51.17%
$EXAS,        09/23/2019,        L,        -6.54%,       -54.52%
$FIS,        09/23/2019,        L,        5.09%,       -22.1%
$NEE,        09/23/2019,        L,        5.99%,       -19.36%
$NTNX,        09/23/2019,        I,        20.84%,       -40.32%
$PYPL,        09/23/2019,        L,        3.33%,       -18.88%
$T,        09/23/2019,        D,        3.91%,       -28.8%
$AAPL,        09/20/2019,        D,        28.61%,       13.29%
$ABBV,        09/20/2019,        F,        22.63%,       -1.88%
$ACN,        09/20/2019,        D,        7.88%,       -21.72%
$BSX,        09/20/2019,        D,        3.56%,       -37.08%
$CTAS,        09/20/2019,        D,        5.61%,       -29.87%
$EL,        09/20/2019,        D,        6.45%,       -18.59%
$FNKO,        09/20/2019,        L,        -26.51%,       -82.57%
$KBH,        09/20/2019,        D,        3.88%,       -64.86%
$LHX,        09/20/2019,        L,        -6.87%,       -20.75%
$PG,        09/20/2019,        D,        2.19%,       -3.92%
$SBUX,        09/20/2019,        D,        -1.72%,       -37.46%
$TMO,        09/20/2019,        L,        9.08%,       2.24%
$VFC,        09/20/2019,        D,        13.11%,       -33.12%
$YUMC,        09/20/2019,        D,        7.39%,       -8.73%
$ZS,        09/20/2019,        I,        -6.88%,       -2.49%
$CMG,        09/19/2019,        F,        -0.63%,       -36.98%
$COST,        09/19/2019,        D,        1.4%,       6.66%
$CWEN,        09/19/2019,        L,        7.4%,       6.46%
$DOCU,        09/19/2019,        L,        16.08%,       11.96%
$ETSY,        09/19/2019,        L,        -28.32%,       -28.69%
$EXPE,        09/19/2019,        I,        -17.83%,       -59.76%
$MSFT,        09/19/2019,        D,        9.43%,       3.9%
$MU,        09/19/2019,        L,        6.46%,       -24.97%
$RVLV,        09/19/2019,        L,        -29.49%,       -61.76%
$T,        09/19/2019,        L,        4.28%,       -9.18%
$WEN,        09/19/2019,        D,        7.06%,       -48.91%
$ADBE,        09/18/2019,        F,        15.42%,       2.26%
$AEP,        09/18/2019,        L,        0.22%,       -12.21%
$AGCO,        09/18/2019,        I,        1.58%,       -36.96%
$COST,        09/18/2019,        L,        1.07%,       -3.16%
$CRON,        09/18/2019,        I,        -36.5%,       -50.82%
$ED,        09/18/2019,        L,        -3.22%,       -13.04%
$MU,        09/18/2019,        L,        4.99%,       -31.72%
$NFG,        09/18/2019,        L,        -4.2%,       -24.69%
$TECD,        09/18/2019,        I,        --%,       --%
$TTD,        09/18/2019,        L,        20.14%,       -22.89%
$AAPL,        09/17/2019,        D,        26.81%,       9.75%
$ADBE,        09/17/2019,        I,        13.74%,       0.47%
$CBRL,        09/17/2019,        D,        -8.38%,       -53.82%
$CMG,        09/17/2019,        D,        -0.36%,       -30.79%
$CNC,        09/17/2019,        L,        31.77%,       18.62%
$KFY,        09/17/2019,        L,        8.73%,       -33.23%
$MSFT,        09/17/2019,        D,        13.2%,       -1.43%
$NVDA,        09/17/2019,        L,        24.34%,       8.47%
$ULTA,        09/17/2019,        D,        6.52%,       -30.92%
$ADBE,        09/16/2019,        D,        14.45%,       1.1%
$COUP,        09/16/2019,        L,        6.08%,       -18.86%
$DT,        09/16/2019,        D,        26.4%,       -3.34%
$DVA,        09/16/2019,        L,        14.54%,       13.37%
$FIVN,        09/16/2019,        D,        22.01%,       3.18%
$LHX,        09/16/2019,        D,        -5.92%,       -28.86%
$LMT,        09/16/2019,        D,        -1.71%,       -26.67%
$MCD,        09/16/2019,        L,        -4.59%,       -28.15%
$RING,        09/16/2019,        D,        2.7%,       -16.78%
$RTN,        09/16/2019,        D,        --%,       --%
$SPLK,        09/16/2019,        D,        27.43%,       -16.64%
$TWLO,        09/16/2019,        D,        -10.66%,       -35.2%
$VLY,        09/16/2019,        L,        4.22%,       -37.65%
$WDAY,        09/16/2019,        D,        -7.25%,       -30.53%
$ZEN,        09/16/2019,        D,        3.05%,       -26.48%
$ALC,        09/13/2019,        L,        -5.25%,       -8.83%
$ARWR,        09/13/2019,        D,        124.77%,       -4.64%
$MEDP,        09/13/2019,        D,        -5.14%,       -2.35%
$NVS,        09/13/2019,        L,        6.98%,       -5.58%
$RGNX,        09/13/2019,        D,        10.79%,       -13.26%
$AAPL,        09/11/2019,        D,        20.08%,       19.04%
$BURL,        09/11/2019,        D,        14.32%,       2.65%
$CMG,        09/11/2019,        D,        2.32%,       -17.69%
$DG,        09/11/2019,        D,        -1.05%,       2.1%
$FB,        09/11/2019,        D,        6.57%,       -10.07%
$PINS,        09/11/2019,        F,        -39.22%,       -45.24%
$PPC,        09/11/2019,        L,        5.07%,       -33.34%
$RIO,        09/11/2019,        L,        5.3%,       -21.47%
$SBUX,        09/11/2019,        D,        -5.43%,       -22.15%
$SHOP,        09/11/2019,        D,        5.9%,       20.38%
$SPLK,        09/11/2019,        D,        30.9%,       12.6%
$SQ,        09/11/2019,        F,        11.22%,       11.03%
$VMW,        09/11/2019,        D,        -3.69%,       -29.13%
$ANTM,        09/10/2019,        L,        11.77%,       6.82%
$COST,        09/10/2019,        D,        -0.62%,       1.68%
$DG,        09/10/2019,        D,        -1.45%,       1.39%
$DLTR,        09/10/2019,        D,        -15.22%,       -24.03%
$HEI,        09/10/2019,        L,        -3.54%,       -24.17%
$KW,        09/10/2019,        L,        2.59%,       -16.01%
$MA,        09/10/2019,        D,        6.14%,       -3.79%
$MSI,        09/10/2019,        L,        -1.78%,       0.77%
$OKE,        09/10/2019,        L,        -1.8%,       -48.18%
$PAYS,        09/10/2019,        L,        4.1%,       -26.0%
$VMW,        09/10/2019,        I,        -2.53%,       -28.61%
$AAPL,        09/09/2019,        D,        24.63%,       24.28%
$AIMT,        09/09/2019,        L,        --%,       --%
$AYX,        09/09/2019,        I,        -10.35%,       -8.28%
$CRM,        09/09/2019,        D,        5.31%,       1.12%
$DLTR,        09/09/2019,        I,        -14.42%,       -23.31%
$LULU,        09/09/2019,        D,        18.77%,       2.77%
$MTN,        09/09/2019,        L,        -1.05%,       -21.98%
$OKTA,        09/09/2019,        D,        10.76%,       5.12%
$SBUX,        09/09/2019,        D,        -8.37%,       -24.78%
$T,        09/09/2019,        D,        3.4%,       -5.71%
$ZM,        09/09/2019,        I,        -16.16%,       44.63%
$AVGO,        09/06/2019,        D,        6.6%,       -2.21%
$COST,        09/06/2019,        D,        -3.51%,       5.59%
$CPB,        09/06/2019,        F,        5.89%,       17.21%
$HD,        09/06/2019,        D,        -7.84%,       4.3%
$HOME,        09/06/2019,        I,        -24.31%,       -31.08%
$NEO,        09/06/2019,        L,        5.63%,       26.62%
$RH,        09/06/2019,        D,        56.42%,       27.48%
$TGT,        09/06/2019,        D,        13.5%,       -1.85%
$WMT,        09/06/2019,        D,        3.43%,       1.78%
$ZS,        09/06/2019,        D,        -24.89%,       -16.64%
$AAPL,        09/05/2019,        D,        22.72%,       35.65%
$CRM,        09/05/2019,        D,        1.73%,       10.15%
$CVNA,        09/05/2019,        I,        9.16%,       -5.39%
$GOLD,        09/05/2019,        D,        -7.45%,       12.07%
$GWPH,        09/05/2019,        L,        -22.42%,       -25.37%
$HD,        09/05/2019,        D,        -6.16%,       -0.09%
$MSFT,        09/05/2019,        D,        7.0%,       17.47%
$NOW,        09/05/2019,        D,        1.55%,       22.26%
$OKTA,        09/05/2019,        D,        -1.93%,       5.71%
$ROKU,        09/05/2019,        D,        -9.79%,       -34.93%
$SHOP,        09/05/2019,        D,        -5.28%,       21.45%
$STWD,        09/05/2019,        L,        4.44%,       -2.11%
$TGT,        09/05/2019,        D,        14.72%,       -2.49%
$TMUS,        09/05/2019,        D,        0.66%,       14.83%
$WMT,        09/05/2019,        D,        2.82%,       -2.19%
$YUM,        09/05/2019,        L,        -16.05%,       -22.72%
$COLD,        08/27/2019,        L,        2.63%,       -6.39%
$GSK,        08/27/2019,        L,        7.8%,       1.6%
$HCAT,        08/27/2019,        L,        -5.86%,       -25.23%
$SBUX,        08/27/2019,        D,        -12.84%,       -12.04%
$SPLK,        08/27/2019,        I,        30.69%,       41.67%
$AMD,        08/26/2019,        L,        31.41%,       62.22%
$CYBR,        08/26/2019,        L,        7.96%,       0.22%
$ELAN,        08/26/2019,        F,        7.46%,       15.96%
$IDXX,        08/26/2019,        D,        -9.11%,       -2.64%
$SBUX,        08/26/2019,        I,        -13.21%,       -12.41%
$TSN,        08/26/2019,        F,        -3.07%,       -17.33%
$VZ,        08/26/2019,        D,        4.71%,       2.26%
$XLNX,        08/26/2019,        L,        -9.79%,       -16.32%
$ZTS,        08/26/2019,        D,        -4.43%,       9.66%
$ADBE,        08/22/2019,        D,        4.31%,       31.69%
$COUP,        08/22/2019,        D,        6.25%,       19.77%
$CRM,        08/22/2019,        I,        10.77%,       28.91%
$CYBR,        08/22/2019,        L,        0.08%,       1.6%
$GIS,        08/22/2019,        L,        -2.76%,       -2.08%
$NEE,        08/22/2019,        L,        6.14%,       27.26%
$OKTA,        08/22/2019,        D,        -3.33%,       3.01%
$PFPT,        08/22/2019,        L,        3.06%,       9.0%
$PLAN,        08/22/2019,        D,        -15.81%,       7.74%
$SMAR,        08/22/2019,        D,        -13.25%,       -1.78%
$SYMC,        08/22/2019,        L,        --%,       --%
$TLND,        08/22/2019,        I,        -1.99%,       -14.88%
$VEEV,        08/22/2019,        D,        -3.25%,       1.57%
$VMW,        08/22/2019,        D,        14.49%,       8.24%
$WDAY,        08/22/2019,        D,        -10.76%,       3.11%
$ZS,        08/22/2019,        D,        -35.76%,       -11.97%
$ABBV,        08/21/2019,        L,        31.8%,       38.6%
$ABM,        08/21/2019,        L,        0.21%,       0.05%
$APPN,        08/21/2019,        D,        -26.12%,       7.36%
$AYX,        08/21/2019,        D,        -26.93%,       9.81%
$EQIX,        08/21/2019,        I,        2.33%,       16.57%
$FIVN,        08/21/2019,        D,        0.02%,       20.61%
$HD,        08/21/2019,        D,        2.48%,       10.68%
$HUBS,        08/21/2019,        D,        -24.27%,       -1.29%
$LOW,        08/21/2019,        D,        5.0%,       14.1%
$MRK,        08/21/2019,        L,        -2.6%,       -5.12%
$NEWR,        08/21/2019,        D,        16.34%,       5.78%
$NOW,        08/21/2019,        D,        4.5%,       34.51%
$NVDA,        08/21/2019,        D,        21.47%,       73.2%
$PAYC,        08/21/2019,        I,        -4.93%,       26.3%
$RING,        08/21/2019,        D,        -4.12%,       4.6%
$SPLK,        08/21/2019,        D,        -2.96%,       34.58%
$TEAM,        08/21/2019,        D,        -12.46%,       6.96%
$TGT,        08/21/2019,        D,        7.62%,       14.4%
$TWLO,        08/21/2019,        D,        -21.41%,       -2.23%
$UNP,        08/21/2019,        L,        5.13%,       8.05%
$WMT,        08/21/2019,        D,        7.03%,       6.79%
$ZEN,        08/21/2019,        D,        -3.44%,       12.48%
$EL,        08/20/2019,        F,        -4.6%,       4.57%
$HD,        08/20/2019,        F,        10.02%,       12.37%
$IAC,        08/20/2019,        F,        -11.27%,       -6.31%
$SEM,        08/20/2019,        L,        32.96%,       58.87%
$AAPL,        08/19/2019,        D,        26.98%,       51.65%
$BOOT,        08/19/2019,        D,        45.59%,       9.15%
$CME,        08/19/2019,        F,        -5.25%,       -1.54%
$COLM,        08/19/2019,        D,        -2.01%,       -3.51%
$COST,        08/19/2019,        D,        10.5%,       16.85%
$EL,        08/19/2019,        D,        -4.34%,       4.85%
$ETSY,        08/19/2019,        D,        -19.88%,       1.74%
$FUN,        08/19/2019,        F,        7.15%,       3.21%
$HD,        08/19/2019,        D,        14.86%,       17.31%
$HEXO,        08/19/2019,        L,        -63.19%,       -65.97%
$ICE,        08/19/2019,        F,        -0.03%,       3.61%
$LULU,        08/19/2019,        D,        22.27%,       45.09%
$MSFT,        08/19/2019,        L,        8.62%,       35.27%
$NVDA,        08/19/2019,        D,        24.3%,       73.66%
$RACE,        08/19/2019,        L,        5.87%,       13.76%
$TGT,        08/19/2019,        D,        29.31%,       36.09%
$WIX,        08/19/2019,        D,        -12.78%,       4.51%
$WMT,        08/19/2019,        D,        5.66%,       5.11%
$ALC,        08/15/2019,        F,        -0.77%,       3.84%
$AMN,        08/15/2019,        I,        8.67%,       30.18%
$BRK.B,        08/15/2019,        L,        --%,       --%
$MRVL,        08/15/2019,        L,        16.74%,       5.9%
$PENN,        08/15/2019,        L,        30.93%,       119.37%
$VIAB,        08/15/2019,        L,        --%,       --%
$YETI,        08/15/2019,        L,        15.37%,       26.78%
$BLK,        08/14/2019,        D,        18.33%,       36.4%
$COST,        08/14/2019,        D,        12.06%,       17.02%
$CVS,        08/14/2019,        D,        23.55%,       25.09%
$HD,        08/14/2019,        D,        15.64%,       19.36%
$KO,        08/14/2019,        D,        -2.42%,       12.76%
$REAL,        08/14/2019,        D,        28.36%,       1.54%
$RVLV,        08/14/2019,        D,        -29.77%,       -16.97%
$TGT,        08/14/2019,        D,        32.31%,       42.85%
$VFF,        08/14/2019,        I,        -43.15%,       -65.48%
$WMT,        08/14/2019,        D,        12.17%,       8.52%
$AAPL,        08/13/2019,        D,        25.47%,       53.87%
$ADP,        08/13/2019,        L,        -3.14%,       6.31%
$BBY,        08/13/2019,        D,        6.96%,       24.42%
$C,        08/13/2019,        D,        16.61%,       21.06%
$DD,        08/13/2019,        L,        5.4%,       -24.39%
$DE,        08/13/2019,        D,        22.17%,       14.32%
$HAS,        08/13/2019,        D,        -17.84%,       -13.2%
$LMT,        08/13/2019,        L,        1.1%,       16.58%
$MU,        08/13/2019,        D,        4.73%,       29.79%
$NUE,        08/13/2019,        L,        10.54%,       -5.0%
$NVCR,        08/13/2019,        I,        -11.01%,       -1.16%
$SWKS,        08/13/2019,        D,        27.97%,       48.24%
$TSN,        08/13/2019,        L,        -5.8%,       -7.11%
$TXN,        08/13/2019,        D,        -4.26%,       5.12%
$ZBRA,        08/13/2019,        I,        16.55%,       19.35%
$AMAG,        08/12/2019,        L,        --%,       --%
